netA,netB,pvalue,percentage,behavior,condition,pill,sign
subcort,visB,0.8220653946657899,2.0,memory,tool,placebo,neg
subcort,visassoc,0.949771945020169,6.0,memory,tool,placebo,neg
subcort,salience,0.999932678318325,3.0,memory,tool,placebo,neg
subcort,subcort,0.8220653946657899,2.0,memory,tool,placebo,neg
subcort,cerebell,0.9841227026988473,0.0,memory,tool,placebo,neg
cerebell,medfront,0.9999999165438045,1.0,memory,tool,placebo,neg
cerebell,frontoparietal,0.9999999997150425,0.0,memory,tool,placebo,neg
cerebell,DMN,0.7714653645353126,12.0,memory,tool,placebo,neg
cerebell,motor,0.9999999898012233,1.0,memory,tool,placebo,neg
cerebell,visA,0.2582357558775916,20.0,memory,tool,placebo,neg
cerebell,visB,1.1103897559205933e-06,30.0,memory,tool,placebo,neg
cerebell,visassoc,2.893985857732595e-06,50.0,memory,tool,placebo,neg
cerebell,salience,0.9999941405655415,3.0,memory,tool,placebo,neg
cerebell,subcort,0.9841227026988473,0.0,memory,tool,placebo,neg
cerebell,cerebell,0.9912200241542687,0.0,memory,tool,placebo,neg
